index,predicate
497,"isSigner(ecrecover(keccak256(abi.encodePacked(this,tokenId)),v,r,s))"
1153,msg.sender==VendingMachine
1384,c/a==b
8490,!mintingFinished
2381,owner()==_msgSender()
731,openTx.owedToken!=openTx.heldToken
7476,account!=address(0)
2156,_duration>=_frequency
5830,msg.sender==owner
9592,c>=a
7424,sender!=buyback
9494,!oracleEnabled(_oracle)
6088,userHash>=hashPrice
3835,recipient!=address(0)
4279,b>0
8364,address(this).balance>=amount
8380,msg.sender==address(factory)
5082,_ids.length==_amounts.length
7120,_pool>=amount
2318,"oracle.hasPrice(priceIdentifier,requestedTime)"
1554,_tokenInfoMap[_token].available
3206,_proxy==msg.sender
2028,supply+_mintAmount<=MaxToken
2543,"__executeTokenTransfer__(_token_and_EOA_Addresses,toTakerAmount,toMakerAmount,__calculateFee__(makerOrder,toTakerAmount,toMakerAmount),wallets[0],wallets[1])"
6033,a==0||c/a==b
8009,operator!=_msgSender()
2391,success
4323,recipient!=address(0)
3576,numGoons>0&&numGoons<=5
6753,msg.sender==governance
614,grants[_id].grantee==msg.sender
1200,msg.sender==address(tbtcDepositToken)
1180,_publicKey.length==64
9578,_to!=address(0)
4716,"checkAndCallTransfer(_from,_to,_value,_data)"
1796,success
9154,recipient!=address(0)
2746,blockNumber<block.number
352,block.timestamp>=boostStarttime[msg.sender]+1hours
9585,success
7828,organization.isOrganization(msg.sender)
5698,ownerTokenCount<nftPerAddressLimit
4113,token!=address(0)
321,b!=0
1291,b!=0
7771,_postCallBalance>_preCallBalance
1275,_isTransferable
9442,!(a==-1&&b==_INT256_MIN)
9059,value<=availableDebt
6793,address(governance)==address(0)
2630,vaultData.totalStake>=amount
3367,"isApprovedForAll(_from,msg.sender)"
8565,"!hasPermission(_entity,_app,_role)"
8708,spotPriceBefore<=maxPrice
9309,false
1365,_owner==_msgSender()
1310,_treeLevels<32
6290,userBalance>=amountSent
5549,msg.sender==owner
1467,info.users[_from].allowance[msg.sender]>=_tokens
7999,!_canTrade
2268,_expirationTimestamp>getCurrentTime()
6767,path[1]!=address(0)
9193,a==0||c/a==b
903,status[signedMessageHash]==false
2273,positionData.transferPositionRequestPassTimestamp!=0&&positionData.transferPositionRequestPassTimestamp<=getCurrentTime()
2845,_records[token].bound
7184,isContract(target)
8280,isUserExists(referrerAddress)
9698,balanceOf(to)+amount<=_maxWalletAmount
2713,b>0
9088,b!=0
925,amount<=balances[msg.sender]
7651,_count<=MAX_BY_MINT
3960,_taxWallet==_msgSender()
3640,z>=_x
1636,_target!=address(0)
893,!recoverableTokensBlacklist[_token]
7845,c>=a
6910,initTypes[_to]==0x0
8239,c>=a
9793,isWhitelisted(msg.sender)
4703,"success&&(data.length==0||abi.decode(data,(bool)))"
1458,address(this).balance>=value
7772,_d.inEndState()
8412,_timeLock<=15days
4293,_amount>0
7030,tokenData.isWrapped
2642,spender!=address(0)
2162,addresses.length<=255
6133,balanceOf[_to]+_value>=balanceOf[_to]
5691,newOwner!=address(0)
7952,OpenZeppelinUpgradesAddress.isContract(newImplementation)
7559,msg.sender==owner
101,_bonusTokenSet.length()<MAX_BONUS_TOKENS
7299,playerBet.blockNumber!=0
139,msg.sender==_user
9481,r.answeredInRound>0&&validRoundId(_roundId)
7212,user.amount>=_amount
420,!isReleased
4971,_value<=balances[_from]
3226,_refuse[msg.sender]>=amount
2456,_device!=address(0)
5109,b>0
5686,_to!=address(0)
7365,balance>=price
7988,b>0
3808,recipient!=address(0)
4366,recipient!=address(0)
9114,staker!=address(0)
3090,account!=address(0)
3424,paused
6045,amount0>0&&amount1>0
4290,now>redeemEnableTime
9490,_data.length==0
3568,"_checkOnERC721Received(address(0),to,tokenId,_data)"
7281,ids.length==amounts.length
6342,_tokenIdCounter.current()<50001
1540,!holderLocked()
2146,!_isExcluded[sender]
8465,_locker!=address(0)
8932,_value<=balances[msg.sender]
2883,tokenAmountIn<=maxAmountIn
3361,_tokens.length==_strikePriceIncrement.length
206,address(this).balance>=value
122,templates[name]!=address(0)
2762,Address.isContract(account)
9777,sender!=address(0)
3224,_accept[msg.sender]>=amount
5692,!paused
1037,state!=ModultradeLibrary.ProposalStates.Canceled
6617,account!=address(0)
3420,!nonces[_signature]
7015,account!=address(0)
7224,_owner==_msgSender()
3843,contractBalance>=amount
1218,amount<=_maxTxAmount
674,newOwner!=address(0)
980,!mintingFinished
303,address(this).balance>=value
3906,_newOwner!=address(0)
6670,_exists(tokenId)
1359,b>0
8943,address(this).balance>=value
5950,tokensTypes.length==tokensNumbers.length
3282,a>=0
4512,amount>0
2086,account!=address(0)
4441,h==keccak256(params)
9207,_fundingEndTime>fundingStartTime
6865,spenderAllowance>=amount
5362,(srcDecimals-dstDecimals)<=MAX_DECIMALS
2082,success
2445,!transactions[transactionId].executed
1425,_msgSender()!=owner()
3344,signer!=address(0)
4452,!paused
8740,msg.sender==owner||checkOperator(msg.sender)==true
6856,b==0||(c=a*b)/b==a
594,from==owner()
1104,_d.inCourtesyCall()
3541,b>0
1011,spender!=address(0)
2221,migratedAddress==address(0)
8859,_value<=allowance[_from][msg.sender]
7088,account!=address(0)
6278,!vars.isFrozen
3207,_collateralDataSet
4999,_exists(tokenId)
1168,ownerOf(tokenId)==from
3726,ERC721.ownerOf(tokenId)==from
4540,index<ERC721Enumerable.totalSupply()
2558,ownerRevenue!=0&&realIncome!=0
4916,balanceOf[_from]>=_value
928,amount<=totalstaked
9576,msg.value>=minContribution
4426,distributorAdded==true
1625,!_bonusTokenSet.contains(token)
3430,_tokenWallet!=address(0)
6769,path[1]!=address(0)
4663,isContract(target)
2775,_previousOwner==msg.sender
559,!isOperatorRegistered(operator)
4010,len%2==0&&len>0&&len<=40
2995,msg.sender==Admin
5838,_value<=allowed[_from][msg.sender]
9216,_maxDelayDays!=0
8900,value<=type(uint64).max
9428,msg.sender==distribution
9805,success
9166,amount>0
6934,!backer.refunded
5980,address(token).isContract()
3084,success
6913,AddressUtils.isContract(implementation)
4244,operator!=_msgSender()
3763,msg.sender==tx.origin
8450,_hardCap>0
5555,_value<=allowed[_from][msg.sender]
241,bytes(tokenCID).length>0
8632,balances[msg.sender]>=_value&&_value>0
4400,lockingAllowed
6703,b>0
8267,b!=0
7308,b<=a
8564,"hasPermission(msg.sender,address(this),CREATE_PERMISSIONS_ROLE)"
8728,b<=a
2428,c>=a
6277,vars.isActive
5693,_mintAmount>0
1509,b<=a
6537,bptAmountIn<=maxBPTAmountIn
5164,msg.sender==seller
229,msg.sender==owner
476,to!=owner
175,_exists(tokenId)
6097,c/a==b
2710,c>=a
7418,positionsAddress!=address(0)
6171,!pool8users[msg.sender].isExist
1240,_value>0
1303,data.length==32
663,balanceOf[msg.sender]>=wad
9079,_newOwner!=address(0)
5560,_wallet!=address(0)
1781,_addresses.length==_amounts.length
7941,isAssetSupported(destinationKey)
8919,msg.sender==rewardManager
2305,maxSpendTokenA!=0||maxSpendTokenB!=0
7950,msg.sender==factory
4670,Address.isContract(IBeacon(newBeacon).implementation())
2328,collateralAmount.isGreaterThan(0)
6234,spender!=address(0)
8466,!_isDistributionComplete
6822,cooldown[to]<block.timestamp
4365,sender!=address(0)
9130,_sca>=5e17&&_sca1>=20e18&&_sca2>=1e15
9895,success
5713,fee<=PPM_RESOLUTION
2833,!_finalized
4576,EarlySaleSupply+PreSaleSupply+SaleBatchOneSupply+SaleBatchTwoSupply==4800
2682,newTimestamp<=timestamp
3081,"hasRole(MINTER_ROLE,msg.sender)"
8209,c>=a
8587,allowed[_from][msg.sender]>=_value
4921,account!=address(0)
400,user!=address(0)
2260,_startingId<=maxStartingId
997,b!=0
5676,vesting!=address(0)
1734,rewardScaling.floor<=rewardScaling.ceiling
717,0
3086,isContract(target)
7409,spender!=address(0)
790,owedToken==BucketLender(withdrawFrom).OWED_TOKEN()
2781,_isExcluded[account]
4453,!_blacklist[from]
5832,!freezeAddresses[_sender]
2505,block.timestamp>=periodFinish
6673,!_exists(tokenId)
4459,!mintingFinished
1891,c>=a
2966,totalSupply().add(numberOfTokens)<=MAX_COMICS
4180,rAmount<=_rTotal
6631,owner!=address(0)
3014,b>0
6699,_new.length==3
5819,account!=address(0)
2225,_hasPrice
9341,allowed[_from][msg.sender]>=_value
8500,to!=address(0)
7519,super.balanceOf(_holder)>=_amount
8711,spotPriceAfter>=spotPriceBefore
3956,from!=address(0)
8077,!_isExcluded[sender]
9523,value>=-2**7&&value<2**7
1108,_d.inCourtesyCall()
4555,msg.value>=PRESALE_PRICE*_count
8499,from!=address(0)
3724,to!=address(0)
1238,_newOwner!=owner
9519,value>=-2**127&&value<2**127
8886,_denomination>0
9429,"success&&(data.length==0||abi.decode(data,(bool)))"
5970,recipient!=address(0)
8322,chosenAmount<=maxPerTx
339,msg.sender==owner
9823,account!=address(0)
2623,_bonusTokenSet.length()<MAX_REWARD_TOKENS
8362,to.length<100
3574,hasSaleStarted
8442,value<=_balances[from]
5046,balances[_to]+_value>balances[_to]
5176,success
5742,to!=address(0)
2715,b<=a
8884,sTot<sCap||sCap==0
1742,isValidVault(vault)
3412,from!=address(0)
8519,amount!=0
7762,_observedDiff!=ValidateSPV.getErrBadLength()
8357,sender!=address(0)
3035,msg.sender==genArtCoreContract.projectIdToArtistAddress(_projectId)
1767,cooldown[to]<block.timestamp
9755,b<=a
8946,newOwner!=address(0)
3258,b<=a
888,success
8503,amount<=_maxTxAmount
4982,rAmount<=_rTotal
133,!userInfos[_user].joined
8834,_token!=token&&!connectors[_token].isSet&&totalConnectorWeight+_weight<=MAX_WEIGHT
8115,b.length>=index
5717,_tokenIds.current().add(_amount)<=max_supply
8142,account!=address(0)
7040,owner!=address(0)
7849,msg.sender==owner
5171,msg.sender==address(nonFungibleContract)
3408,!nonces[_signature]
1878,_value1!=_value2
163,success
1535,_isController(msg.sender)
9076,b>0
2950,to!=address(0)
1251,_isAdmin(msg.sender)
4471,remainingBountySupply>=valueToken
1247,_y>0
6939,whiteList.isWhiteListed(_backer)
95,newAdmin!=address(0)
6759,_jar!=address(0)
532,isFraud
3965,_value<=balances[msg.sender]
3945,isApprovedUser[msg.sender]
2281,"(_checkCollateralization(_getFeeAdjustedCollateral(positionData.rawCollateral).add(collateralAmount),positionData.tokensOutstanding.add(numTokens))||_checkCollateralization(collateralAmount,numTokens))"
102,_bonusTokenSet.remove(bonusToken)
3138,this.balance>=amount*sellPrice
1361,address(this).balance>=amount
5449,_recipientAddress!=address(0)
6109,_tokenAddress!=address(0)
6275,isActive
8175,_referrer>0&&_referrer<=currUserID
6043,liquidity>0
5221,"(_tokenId!=0)&&(this.balanceOf(_msgSender(),0)==1)&&!fraktionalized&&(indexUsed[_tokenId]==false)"
1005,msg.sender==_owner
8825,_newManager!=manager
2863,tokenAmountOut>=minAmountOut
2654,msg.sender==_NEW_OWNER_
1141,sinceInit<keepFactoriesUpgradeabilityPeriod
972,_distinctOwners(addrs)
4841,amount0Out<_reserve0&&amount1Out<_reserve1
8136,balances[fundsWallet]>=amount
8360,to.length<100
8177,_level>0&&_level<=8
1287,c>=a
8497,owner!=address(0)
1040,_proposal==proposal
9489,rounds[current].updatedAt>0||timedOut(current)
6443,_value<=balances[msg.sender]
8165,msg.sender==owner
7297,"isBetValid(_betSize,divRate,_data)"
8327,success
81,to!=address(0)
8422,msg.sender==operatorTwo
5322,sender!=address(0)
8856,_value<=allowance[_from][msg.sender]
7686,STATUS.LP_GENERATION_COMPLETE
1493,account!=address(0)
8955,taxFee<10
9430,"success&&(data.length==0||abi.decode(data,(bool)))"
8614,c/a==b
217,totalSupply()+_count<=9500
4796,owner!=address(0)
8127,msg.sender==address(this)
8018,operator
6961,b<=a
8922,_amount>0
26,b>0
4884,_paused
2704,address(this).balance>=amount
8410,_spawnRate<=0.12e18
4456,newOwner!=address(0)
3381,tokenErc20.balanceOf(address(this))>=tokenAmountRequired
8865,myAddress.balance>=amount*sellPrice
1675,owner==msg.sender
6694,paused
9637,_to!=address(0)
7079,b>=0
823,b>0
4439,b>0
7082,b!=0
7555,PRICE.mul(numberOfcDragonss)==msg.value
2741,owner!=address(0)
2422,_owner==_msgSender()
8479,newTaxationWallet!=address(0)
7309,c/a==b
8268,_owner==_msgSender()
5797,ol!=address(0)
1306,data.length==32
3963,_msgSender()==_taxWallet
3357,c>=a
3238,msg.sender==cryptoVersusWallet
2868,_records[tokenOut].bound
5574,threshold>10000
3131,balanceOf[_from]>=_value
7787,_initialCollateralizedPercent<=300
658,"super.transfer(_receiver,_amount)"
8515,_x>=_y
1648,_managedAmount>0
8551,appId==preAppId
1750,newOwner!=address(0)
1166,!_exists(tokenId)
8286,user.amount>=_amount
2506,c>=a
7732,msg.sender!=_admin()
3848,c>=a
9886,drop.minted<drop.supply
1931,_to!=address(0)&&_to!=address(this)
4637,_mintAmount>0
9650,unreleased>0
1533,_account!=address(0)
3560,to!=owner
8038,_value<=allowed[_from][msg.sender]
3929,_value<=balances[_from]
6597,c>=a
9449,lo<=k
2911,newController!=Controller(0)
3877,_value>0
1527,!_isOwner(_account)
6029,balanceOf[msg.sender]>=total
8733,address(0)!=_spender
160,totalValue<10000
9058,isReserveToken[_token]
4906,"SafeOpt.sub(block.number,lastBlockNumber)>2102400"
5186,c>=a
6687,Address.isContract(_newImplementation)
5334,_input.length==intsLength*32
947,option.state==State.Active
8130,privileges[signer]!=bytes32(0)
6365,b!=0
7971,now>=startTime
3705,address(this).balance>=amount
6903,canTransferBalance(_from)>=_value
8128,txns.length>0
4784,c>=a
2566,address(_dirty)!=address(0)
2582,_blocksPerDay>=1&&_blocksPerDay<=14000
7194,spender!=address(0)
1677,state==false
4746,liquidity>0
5774,_exists(tokenId)
5872,_owner==_msgSender()
5094,b!=0
78,"_checkOnERC721Received(from,to,tokenId,_data)"
4057,balanceOf[_to]+_value>balanceOf[_to]
8273,isContract(target)
6808,b>0
2984,newOwner!=address(0)
5531,sender==OpenOffers[offerNumber].maker
696,"transaction.loanOffering.payer==TypedSignature.recover(transaction.loanOffering.loanHash,transaction.loanOffering.signature)"
6432,_lockSet.contains(lockID)
8525,amount>=_minReturn
829,sender!=address(0)
2862,spotPriceBefore<=maxPrice
8576,"hasPermission(msg.sender,address(this),_role,how)"
492,index<totalSupply()
429,logicAddr!=address(0)
5659,_lockEndBlock>=_transferableFromBlock
412,rocketMinipoolDelegatePrev!=address(0x0)
1295,owner!=address(0)
340,_to!=address(0)
7479,"!has(role,account)"
673,newOwner!=address(0)
3111,amount<=_balances[msg.sender]
3374,"isApprovedForAll(_from,msg.sender)"
2412,transfercheck(_from)==true
4886,value<=_allowed[from][msg.sender]
4601,ERC721.ownerOf(tokenId)==from
2030,ownerMintedCount+_mintAmount<=nftPerWallet
8501,amount>0
3439,!saleRoundsSet
4404,bytes(url).length>0
2807,!_mutex
6952,currentAllowance>=subtractedValue
362,msg.sender==address(this)
3359,block.timestamp<optionData[_optionId].expiration
3353,block.timestamp<=expiry
1905,accountBalance>=amount
2404,"hasRole(OPERATOR_ROLE,_msgSender())"
8597,!stopped
6203,b!=0
6982,percent<=1000
4050,allowance[_from][msg.sender]>=_value
3957,to!=address(0)
9905,y==0||(z=x*y)/y==x
2961,owner!=address(0)
8889,!nullifierHashes[_nullifierHash]
4727,recipient!=address(0)
3309,address(this).balance>=value
5848,msg.value>=requestMinimum
9336,msg.sender==owner
6013,c/a==b
1193,tbtcToken.balanceOf(msg.sender)>=depositValue
9815,address(this).balance>=amount
5606,_discountsActivated
4420,msg.sender==admin
707,block.timestamp<uint256(position.startTimestamp).add(position.maxDuration)
2181,!frozenAccount[_to]
7755,_to!=address(0)
518,balanceOf[_from]>=_value
6546,amount<_MAX_PER_TX+1
5833,!stopped
7764,_observedDiff!=ValidateSPV.getErrLowWork()
4144,isContract(target)
5977,c/a==b
2258,_getIdentifierWhitelist().isIdentifierSupported(identifier)
6789,amount>0
8281,size==0
3534,address(token)!=address(0)
4297,now>auctionsEndTime
8930,newOwner!=address(0)
8535,reserveAmount>=_reserveMinReturnAmounts[i]
3680,balanceOf[_to]+_value>balanceOf[_to]
1028,currency==ModultradeLibrary.Currencies.ETH
4807,"_approved(_to,_tokenId)"
8324,price.mul(chosenAmount)==msg.value
7180,b!=0
8526,msg.value==0
4241,to!=owner
5577,threshold>10000&&threshold<=17500
5491,_value==0||allowed[msg.sender][_spender]==0
8373,sender!=address(0)
7322,pair!=uniswapV2Pair
1598,"isAuthorized(msg.sender,msg.sig)"
6053,teamId==1||teamId==2
415,msg.sender==owner
5342,isContract(vault)
3103,c>=a
4800,_newCEO!=address(0)
8745,_address!=address(0)
5214,_spender!=address(0)
1822,totalTickets<=maxTickets
8594,isOwner()
60,IERC721(token).ownerOf(tokenId)==address(this)
755,loanOffering.takerFeeToken==address(0)
6514,owner!=address(0)
9007,!_exists(tokenId)
428,newOwner!=address(0)
140,userInfos[_user].levelExpired[l]>=now
1389,"(value==0)||(token.allowance(address(this),spender)==0)"
5856,c/a==b
592,getAmountRevoked(deposit.grantId)>0
2913,_method!=bytes4(0)
7614,address(this).balance>=amount
4462,_rate>0
6379,_isExcluded[account]
2817,_records[token].bound
8996,_exists(tokenId)
6794,"governance.getConfig(address(this),ALLOW_GOVERNANCE_UPGRADE)>0"
4231,h==vh
7417,amount<=balanceOf(who)
1158,to!=owner
8148,!paused()
1113,_observedDiff>=_reqDiff.mul(TBTCConstants.getTxProofDifficultyFactor())
9967,operator!=_msgSender()
7692,msg.sender==UNICRYPT_DEV_ADDRESS
407,CheckInterface(_check).isOk()
584,getAmountRevoked(grantId)==0
6830,b!=0
6915,msg.sender==upgradeabilityOwner()
1875,"IERC20(tos).transfer(to,amount)"
8453,totalSupply().add(value)<=hardCap
2330,collateralAmount.isGreaterThan(0)&&collateralAmount.isLessThanOrEqual(_getFeeAdjustedCollateral(positionData.rawCollateral))
8064,c/a==b
8170,(msg.sender==owner)||(msg.sender==manager)
6185,c>=a
9199,newOwner!=address(0)
2102,_to!=address(0)
9386,"AirDrop(_governance).receiveApproval(sender,recipient)"
3581,numGoons>0&&numGoons<=5
2463,_amount>0
2106,_value<=allowed[_from][msg.sender]
8630,redisFeeOnSell>=0&&redisFeeOnSell<=4
5246,"value!=0||_contains(map,key)"
2707,isContract(target)
4402,lockingAllowed
6394,start.add(duration)>block.timestamp
3234,isVotingPeriod
6975,amount<=maxTransactionAmount
1435,b<=a
9035,b>0
6160,!pool5users[msg.sender].isExist
558,_truncatedRange>0
2643,!_isExcluded[sender]
1916,getUserBalance(_msgSender())>=amount
4617,_exists(tokenId)
9877,ethereanContract.balanceOf(msg.sender)>=ETHEREAN_MIN
8554,_ens.owner(_rootNode)==address(this)
3214,_collateralDataSet
2918,moduleRegistry.isModuleEnabled(_module)
5315,_value<=getFrozenBalance(_owner)
9888,ethereanBalance>=ETHEREAN_MIN
5579,newBurner!=address(0)
8377,owner!=address(0)
1662,OwnerDefined==false
8195,Address.isContract(_newImplementation)
2503,amount>0
1297,sender!=address(0)
9601,IEthFundManager(_fundManager).token()==ETH
8335,success
3423,!paused
8986,totalSupply()+airdropBalance<=MAX_SUPPLY
472,success
939,recipient!=address(0)
7484,_paused
7448,msg.sender==lockedToken[_id].withdrawalAddress
3182,_account!=address(0)
3591,owner!=address(0)
1940,spender!=address(0)
1314,msg.sender==operator
9668,spender!=address(0)
8566,"hasPermission(_entity,_app,_role)"
2419,_totalSupply>value
1368,now>_lockTime
3087,sender!=address(0)
9020,n<2**32
8847,b>0
2799,AddressUtils.isContract(newImplementation)
452,account!=address(0)
1614,_token!=typhoon
1173,msg.sender==_depositFactory
3926,_to!=address(0)
6691,_newOwner!=address(0)
3996,msg.sender==buyer
6449,_value<=balances[_who]
7050,b<=a
2747,n<2**32
2919,value==0
1372,recipients.length==allocations.length
3019,isContract(target)
902,_nextFeeRecipient!=address(0x0)
322,owner!=address(0)
2497,address(token).isContract()
3807,sender!=address(0)
